,loss,mse,val_loss,val_mse,lr
0,0.18318038165124875,0.18321409821510315,0.10098529410393188,0.10100258886814117,0.0007459400221705437
1,0.09559212238218831,0.09560848027467728,0.09736126060666002,0.09737842530012131,0.0007459400221705437
2,0.09329540711492693,0.0933111384510994,0.09524016373451537,0.09525566548109055,0.0007459400221705437
3,0.09243550322025332,0.09245122969150543,0.09554365138300153,0.0955599695444107,0.0007459400221705437
4,0.09229941152177193,0.09231511503458023,0.09521154951024711,0.09522785991430283,0.0007459400221705437
5,0.09149326433582394,0.09150911122560501,0.09536171145019683,0.09537825733423233,0.0007459400221705437
6,0.09206832180893346,0.09208425879478455,0.09476450692663234,0.09478121995925903,0.0007459400221705437
7,0.0891675633183257,0.08918292820453644,0.091768468735412,0.09178426116704941,0.0001491879957029596
8,0.08867391950818146,0.0886894091963768,0.09172308971726863,0.09173917025327682,0.0001491879957029596
9,0.08864561197287923,0.0886608436703682,0.09180385514998039,0.09181933104991913,0.0001491879957029596
10,0.08850832954944512,0.08852364867925644,0.09174218921042275,0.09175843745470047,0.0001491879957029596
11,0.08844090607780304,0.08845596015453339,0.0918225008400015,0.09183859080076218,0.0001491879957029596
12,0.08841764864708196,0.08843307942152023,0.09173304691921004,0.09174942225217819,0.0001491879957029596
13,0.0883948848344303,0.08840996026992798,0.0919885755224463,0.09200437366962433,0.0001491879957029596
14,0.08782395979434617,0.08783958852291107,0.09059529263909036,0.09061082452535629,2.983759986818768e-05
15,0.08764424239933268,0.08765943348407745,0.09068539118124064,0.09070128202438354,2.983759986818768e-05
16,0.08764853112513808,0.087663434445858,0.09057761345710144,0.09059371054172516,2.983759986818768e-05
17,0.08757400992672626,0.08758945763111115,0.09049532878583345,0.09051104635000229,2.983759986818768e-05
18,0.0875381577694834,0.08755306899547577,0.09045880648979487,0.09047462046146393,2.983759986818768e-05
19,0.08749541127165553,0.08751028776168823,0.0904231832611825,0.09043878316879272,2.983759986818768e-05
20,0.08747425243278704,0.08748915791511536,0.09057177852302564,0.09058773517608643,2.983759986818768e-05
21,0.08751787423818606,0.08753296732902527,0.09018167633885667,0.0901978388428688,5.967519882688066e-06
22,0.08740215040645184,0.08741745352745056,0.09006934185990739,0.09008472412824631,5.967519882688066e-06
23,0.08735627114578247,0.08737107366323471,0.09006561980163508,0.09008127450942993,5.967519882688066e-06
24,0.08733709900797837,0.08735229820013046,0.0900833353284763,0.09009859710931778,5.967519882688066e-06
25,0.08734313392025408,0.08735784888267517,0.09004261826299448,0.09005795419216156,5.967519882688066e-06
26,0.0873082669366011,0.08732272684574127,0.09010174419311487,0.09011727571487427,5.967519882688066e-06
27,0.0873062838113454,0.08732128888368607,0.09000478282411505,0.09002003818750381,5.967519882688066e-06
28,0.08741225890448173,0.08742756396532059,0.08987560559166903,0.08989137411117554,1.1935039765376132e-06
29,0.08737280267672061,0.0873875766992569,0.08987095981754012,0.08988668024539948,1.1935039765376132e-06
30,0.0873832528449724,0.08739855885505676,0.08990237428869177,0.08991805464029312,1.1935039765376132e-06
31,0.08738596726259198,0.08740092068910599,0.08989019898943315,0.08990638703107834,1.1935039765376132e-06
32,0.08737378396125972,0.08738894760608673,0.08988776345929922,0.08990390598773956,1.1935039765376132e-06
33,0.08736878326355312,0.08738429844379425,0.08987820460991948,0.08989368379116058,1.1935039765376132e-06
34,0.08736944689607193,0.08738473057746887,0.08988172343189176,0.08989808708429337,1.1935039765376132e-06
35,0.08751115716421465,0.08752597868442535,0.08976293273529468,0.0897781252861023,2.387008066762064e-07
36,0.08747013944218945,0.08748515695333481,0.08975236092781615,0.08976823836565018,2.387008066762064e-07
37,0.08746149872326221,0.08747641742229462,0.08974952216766616,0.08976560831069946,2.387008066762064e-07
38,0.08745838426738313,0.08747325837612152,0.08974636029577739,0.08976206928491592,2.387008066762064e-07
39,0.08745591246111628,0.08747083693742752,0.08974440595284613,0.08976032584905624,2.387008066762064e-07
